男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
男,14104,167002,4,,,,神奈川県,横浜市中区,長者町,二丁目,172,21,110,17,1,16,-,6,13,3,4
男,14104,167003,4,,,,神奈川県,横浜市中区,長者町,三丁目,72,13,44,2,-,8,2,1,6,-,2
男,14104,167004,4,,,,神奈川県,横浜市中区,長者町,四丁目,195,26,120,15,-,12,1,2,7,2,23
男,14104,167005,4,,,,神奈川県,横浜市中区,長者町,五丁目,117,16,73,10,-,12,2,4,9,4,2
男,14104,167006,4,,,,神奈川県,横浜市中区,長者町,六丁目,59,7,39,3,-,9,1,-,3,1,1
男,14104,167007,4,秘匿地域,167008,,神奈川県,横浜市中区,長者町,七丁目,X,X,X,X,X,X,X,X,X,X,X
男,14104,167008,4,合算地域あり,,167007,神奈川県,横浜市中区,長者町,八丁目,60,14,35,7,-,2,-,4,4,-,-
男,14104,167009,4,,,,神奈川県,横浜市中区,長者町,九丁目,28,4,14,2,-,3,-,1,6,1,1
男,14104,1760,2,,,,神奈川県,横浜市中区,山吹町,,60,8,41,4,-,4,-,-,6,1,1
男,14104,1770,2,,,,神奈川県,横浜市中区,富士見町,,144,18,99,7,2,15,1,3,7,3,2
男,14104,1780,2,,,,神奈川県,横浜市中区,山田町,,262,50,153,22,2,24,1,5,23,6,2
男,14104,1790,2,,,,神奈川県,横浜市中区,千歳町,,51,6,26,3,1,6,-,3,3,2,5
男,14104,1800,2,,,,神奈川県,横浜市中区,三吉町,,91,26,42,8,-,6,-,1,11,3,3
男,14104,1810,3,,,,神奈川県,横浜市中区,石川町,,586,84,345,48,7,65,5,17,57,10,18
男,14104,181001,4,,,,神奈川県,横浜市中区,石川町,一丁目,135,19,83,9,1,12,1,5,14,2,3
男,14104,181002,4,,,,神奈川県,横浜市中区,石川町,二丁目,85,13,47,6,2,9,-,-,10,4,4
男,14104,181003,4,,,,神奈川県,横浜市中区,石川町,三丁目,135,17,86,11,2,16,2,5,8,3,3
男,14104,181004,4,,,,神奈川県,横浜市中区,石川町,四丁目,77,14,44,4,1,7,1,3,7,-,3
男,14104,181005,4,,,,神奈川県,横浜市中区,石川町,五丁目,154,21,85,18,1,21,1,4,18,1,5
男,14104,1860,2,,,,神奈川県,横浜市中区,山手町,,854,56,480,77,4,255,33,19,31,18,14
男,14104,1870,2,,,,神奈川県,横浜市中区,諏訪町,,41,3,23,8,-,13,-,3,3,1,-
男,14104,1880,2,,,,神奈川県,横浜市中区,妙香寺台,,76,7,33,15,-,14,-,4,11,-,2
男,14104,1890,3,,,,神奈川県,横浜市中区,麦田町,,258,32,134,39,2,28,-,11,27,3,16
男,14104,189001,4,,,,神奈川県,横浜市中区,麦田町,一丁目,85,11,42,14,1,14,-,3,7,1,6
男,14104,189002,4,,,,神奈川県,横浜市中区,麦田町,二丁目,41,7,18,8,-,5,-,2,3,1,3
男,14104,189003,4,,,,神奈川県,横浜市中区,麦田町,三丁目,55,6,34,7,1,4,-,1,9,-,1
男,14104,189004,4,,,,神奈川県,横浜市中区,麦田町,四丁目,77,8,40,10,-,5,-,5,8,1,6
男,14104,1930,3,,,,神奈川県,横浜市中区,上野町,,320,42,143,53,3,60,1,16,37,1,14
男,14104,193001,4,,,,神奈川県,横浜市中区,上野町,一丁目,148,16,66,27,2,26,-,10,18,1,8
男,14104,193002,4,,,,神奈川県,横浜市中区,上野町,二丁目,100,18,42,17,1,18,1,4,11,-,3
男,14104,193003,4,,,,神奈川県,横浜市中区,上野町,三丁目,35,6,18,5,-,8,-,-,3,-,1
男,14104,193004,4,,,,神奈川県,横浜市中区,上野町,四丁目,37,2,17,4,-,8,-,2,5,-,2
男,14104,1970,3,,,,神奈川県,横浜市中区,千代崎町,,526,40,302,146,1,97,6,14,53,8,13
男,14104,197001,4,,,,神奈川県,横浜市中区,千代崎町,一丁目,101,12,62,28,-,18,-,1,7,1,2
男,14104,197002,4,,,,神奈川県,横浜市中区,千代崎町,二丁目,177,12,108,36,-,32,1,5,17,2,2
男,14104,197003,4,,,,神奈川県,横浜市中区,千代崎町,三丁目,91,6,56,27,1,17,1,3,6,3,3
男,14104,197004,4,,,,神奈川県,横浜市中区,千代崎町,四丁目,157,10,76,55,-,30,4,5,23,2,6
男,14104,2010,3,,,,神奈川県,横浜市中区,北方町,,327,26,132,97,2,83,6,22,52,8,15
男,14104,201001,4,,,,神奈川県,横浜市中区,北方町,一丁目,215,20,92,61,1,50,1,16,31,6,9
男,14104,201002,4,,,,神奈川県,横浜市中区,北方町,二丁目,112,6,40,36,1,33,5,6,21,2,6
男,14104,2030,3,,,,神奈川県,横浜市中区,小港町,,528,28,244,215,2,106,3,17,103,6,17
男,14104,203001,4,,,,神奈川県,横浜市中区,小港町,一丁目,404,21,192,167,1,81,3,10,77,5,15
男,14104,203002,4,,,,神奈川県,横浜市中区,小港町,二丁目,57,3,23,28,-,7,-,1,14,-,2
男,14104,203003,4,,,,神奈川県,横浜市中区,小港町,三丁目,67,4,29,20,1,18,-,6,12,1,-
男,14104,2060,3,,,,神奈川県,横浜市中区,本郷町,,648,47,338,166,7,118,6,41,74,11,14
男,14104,206001,4,,,,神奈川県,横浜市中区,本郷町,一丁目,54,6,28,23,1,7,2,1,4,1,1
男,14104,206002,4,,,,神奈川県,横浜市中区,本郷町,二丁目,119,10,54,30,2,19,1,8,15,3,6
男,14104,206003,4,,,,神奈川県,横浜市中区,本郷町,三丁目,475,31,256,113,4,92,3,32,55,7,7
男,14104,2090,3,,,,神奈川県,横浜市中区,本牧町,,1238,93,436,404,16,312,9,101,201,16,49
男,14104,209001,4,,,,神奈川県,横浜市中区,本牧町,一丁目,658,58,236,197,12,155,6,56,108,5,26
男,14104,209002,4,,,,神奈川県,横浜市中区,本牧町,二丁目,580,35,200,207,4,157,3,45,93,11,23
男,14104,2130,2,,,,神奈川県,横浜市中区,錦町,,822,54,65,149,12,226,-,52,89,14,269
男,14104,2140,2,,,,神奈川県,横浜市中区,本牧ふ頭,,38,1,-,1,-,11,-,5,3,-,18
男,14104,2150,2,,,,神奈川県,横浜市中区,本牧原,,1156,43,492,563,6,311,25,64,133,25,18
男,14104,2160,2,合算地域あり,,2180,神奈川県,横浜市中区,本牧宮原,,495,20,239,285,6,70,4,11,84,10,11
男,14104,2170,2,,,,神奈川県,横浜市中区,和田山,,-,-,-,-,-,-,-,-,-,-,-
男,14104,2180,2,秘匿地域,2160,,神奈川県,横浜市中区,本牧十二天,,X,X,X,X,X,X,X,X,X,X,X
男,14104,2190,2,,,,神奈川県,横浜市中区,本牧緑ケ丘,,366,8,257,35,4,76,7,17,19,3,6
男,14104,2200,2,,,,神奈川県,横浜市中区,本牧満坂,,378,14,193,62,2,77,3,32,48,16,15
男,14104,2210,2,,,,神奈川県,横浜市中区,本牧荒井,,153,2,94,42,3,40,3,5,22,-,3
男,14104,2220,2,,,,神奈川県,横浜市中区,本牧和田,,320,12,132,115,3,118,6,15,29,9,15
男,14104,2230,2,,,,神奈川県,横浜市中区,本牧三之谷,,471,37,165,179,2,147,7,34,50,9,16
男,14104,2240,2,,,,神奈川県,横浜市中区,本牧大里町,,500,25,183,197,6,166,7,43,64,10,10
男,14104,2250,2,,,,神奈川県,横浜市中区,本牧元町,,954,49,329,391,9,280,2,92,134,24,31
男,14104,2260,2,,,,神奈川県,横浜市中区,豊浦町,,-,-,-,-,-,-,-,-,-,-,-
男,14104,2271,2,,,,神奈川県,横浜市中区,本牧間門,,536,24,224,189,5,171,2,43,66,7,15
男,14104,2290,2,,,,神奈川県,横浜市中区,柏葉,,379,36,200,65,4,61,4,24,34,6,10
男,14104,2300,2,,,,神奈川県,横浜市中区,かもめ町,,-,-,-,-,-,-,-,-,-,-,-
男,14104,2310,2,,,,神奈川県,横浜市中区,鷺山,,243,8,159,32,1,33,-,12,14,2,9
男,14104,2320,2,,,,神奈川県,横浜市中区,竹之丸,,455,20,326,36,9,65,4,20,19,5,5
男,14104,2330,2,,,,神奈川県,横浜市中区,西竹之丸,,446,14,299,63,4,75,5,21,21,8,4
男,14104,2340,3,,,,神奈川県,横浜市中区,大和町,,240,10,163,24,5,30,-,13,16,2,8
男,14104,234001,4,,,,神奈川県,横浜市中区,大和町,一丁目,105,4,70,13,3,14,-,8,5,2,4
男,14104,234002,4,,,,神奈川県,横浜市中区,大和町,二丁目,135,6,93,11,2,16,-,5,11,-,4
男,14104,2360,2,,,,神奈川県,横浜市中区,立野,,193,7,150,22,-,24,1,4,14,5,1
男,14104,2370,2,,,,神奈川県,横浜市中区,西之谷町,,380,21,225,47,2,77,5,11,28,8,13
男,14104,2380,2,,,,神奈川県,横浜市中区,打越,,314,26,202,51,2,40,3,11,17,4,4
男,14104,2390,3,,,,神奈川県,横浜市中区,山元町,,785,47,436,169,9,150,10,37,41,16,21
男,14104,239001,4,,,,神奈川県,横浜市中区,山元町,一丁目,114,8,41,27,1,25,1,5,10,7,5
男,14104,239002,4,,,,神奈川県,横浜市中区,山元町,二丁目,137,10,65,48,1,28,1,11,11,2,5
男,14104,239003,4,,,,神奈川県,横浜市中区,山元町,三丁目,49,2,15,15,4,8,1,9,3,2,-
男,14104,239004,4,,,,神奈川県,横浜市中区,山元町,四丁目,138,11,81,35,1,22,-,5,9,3,5
男,14104,239005,4,,,,神奈川県,横浜市中区,山元町,五丁目,347,16,234,44,2,67,7,7,8,2,6
男,14104,2440,2,,,,神奈川県,横浜市中区,大平町,,159,12,58,45,-,39,-,16,17,3,9
男,14104,2450,2,,,,神奈川県,横浜市中区,大芝台,,66,3,22,19,1,23,1,7,3,4,3
男,14104,2460,2,,,,神奈川県,横浜市中区,簑沢,,288,8,126,101,2,75,1,28,21,11,8
男,14104,2470,2,,,,神奈川県,横浜市中区,塚越,,19,1,6,3,-,6,-,7,1,-,-
男,14104,2480,2,,,,神奈川県,横浜市中区,寺久保,,158,6,83,35,1,48,5,8,3,4,3
男,14104,2490,2,,,,神奈川県,横浜市中区,仲尾台,,253,8,177,21,-,52,1,11,5,3,5
男,14104,2500,2,,,,神奈川県,横浜市中区,滝之上,,335,10,229,85,4,65,5,9,11,5,1
男,14104,2510,2,,,,神奈川県,横浜市中区,矢口台,,301,7,213,14,5,59,6,17,7,2,7
男,14104,2520,2,,,,神奈川県,横浜市中区,豆口台,,447,11,324,28,5,71,6,23,16,6,13
男,14104,2530,2,,,,神奈川県,横浜市中区,池袋,,370,6,262,73,-,70,12,11,27,8,6
男,14104,2540,2,,,,神奈川県,横浜市中区,根岸台,,-,-,-,-,-,-,-,-,-,-,-
男,14104,2550,2,,,,神奈川県,横浜市中区,根岸旭台,,402,12,260,105,2,87,7,11,6,6,7
男,14104,2560,2,,,,神奈川県,横浜市中区,根岸加曽台,,42,-,26,1,-,14,-,1,1,-,1
男,14104,2570,3,,,,神奈川県,横浜市中区,根岸町,,834,27,547,101,11,131,1,50,60,13,14
男,14104,257001,4,,,,神奈川県,横浜市中区,根岸町,一丁目,94,4,46,18,1,18,-,12,15,2,1
男,14104,257002,4,,,,神奈川県,横浜市中区,根岸町,二丁目,355,8,244,40,5,64,1,13,24,5,7
男,14104,257003,4,,,,神奈川県,横浜市中区,根岸町,三丁目,385,15,257,43,5,49,-,25,21,6,6
男,14104,2600,2,,,,神奈川県,横浜市中区,千鳥町,,-,-,-,-,-,-,-,-,-,-,-
男,14104,2610,2,,,,神奈川県,横浜市中区,,,-,-,-,-,-,-,-,-,-,-,-
男,14104,2620,2,,,,神奈川県,横浜市中区,南本牧,,-,-,-,-,-,-,-,-,-,-,-
男,14105,-,1,,,,神奈川県,横浜市南区,,,43293,2574,26075,6811,552,7880,164,2925,2766,800,1395
男,14105,10,3,,,,神奈川県,横浜市南区,万世町,,294,47,153,40,4,29,2,8,33,2,13
男,14105,1001,4,,,,神奈川県,横浜市南区,万世町,一丁目,159,26,91,22,1,8,-,1,20,1,7
男,14105,1002,4,,,,神奈川県,横浜市南区,万世町,二丁目,135,21,62,18,3,21,2,7,13,1,6
男,14105,30,3,,,,神奈川県,横浜市南区,永楽町,,440,55,267,29,8,45,3,8,41,7,18
男,14105,3001,4,,,,神奈川県,横浜市南区,永楽町,一丁目,245,33,139,22,5,26,3,4,26,5,9
男,14105,3002,4,,,,神奈川県,横浜市南区,永楽町,二丁目,195,22,128,7,3,19,-,4,15,2,9
男,14105,50,3,,,,神奈川県,横浜市南区,真金町,,540,79,271,42,5,61,4,18,66,12,39
男,14105,5001,4,,,,神奈川県,横浜市南区,真金町,一丁目,212,35,85,16,-,29,1,12,30,7,21
男,14105,5002,4,,,,神奈川県,横浜市南区,真金町,二丁目,328,44,186,26,5,32,3,6,36,5,18
男,14105,70,3,,,,神奈川県,横浜市南区,高根町,,599,47,387,40,10,58,4,19,49,14,35
男,14105,7001,4,,,,神奈川県,横浜市南区,高根町,一丁目,92,12,52,8,1,8,-,2,12,1,7
男,14105,7002,4,,,,神奈川県,横浜市南区,高根町,二丁目,178,14,122,15,2,21,2,4,7,3,9
男,14105,7003,4,,,,神奈川県,横浜市南区,高根町,三丁目,141,9,80,7,4,12,2,7,17,5,11
男,14105,7004,4,,,,神奈川県,横浜市南区,高根町,四丁目,188,12,133,10,3,17,-,6,13,5,8
男,14105,110,3,,,,神奈川県,横浜市南区,白妙町,,527,46,320,60,8,64,2,18,52,7,21
男,14105,11001,4,,,,神奈川県,横浜市南区,白妙町,一丁目,69,9,34,8,2,9,-,7,8,-,3
男,14105,11002,4,,,,神奈川県,横浜市南区,白妙町,二丁目,100,10,65,7,1,12,-,4,10,2,2
男,14105,11003,4,,,,神奈川県,横浜市南区,白妙町,三丁目,111,8,63,16,-,12,1,3,11,1,9
男,14105,11004,4,,,,神奈川県,横浜市南区,白妙町,四丁目,160,11,103,24,3,22,1,2,14,2,3
男,14105,11005,4,,,,神奈川県,横浜市南区,白妙町,五丁目,87,8,55,5,2,9,-,2,9,2,4
男,14105,160,3,,,,神奈川県,横浜市南区,浦舟町,,506,58,300,54,5,63,4,17,50,7,16
男,14105,16001,4,,,,神奈川県,横浜市南区,浦舟町,一丁目,212,30,117,26,2,18,1,9,31,4,6
男,14105,16002,4,,,,神奈川県,横浜市南区,浦舟町,二丁目,89,9,59,5,-,12,-,3,7,1,1
男,14105,16003,4,,,,神奈川県,横浜市南区,浦舟町,三丁目,59,6,38,10,1,8,1,-,4,1,2
男,14105,16004,4,,,,神奈川県,横浜市南区,浦舟町,四丁目,56,5,39,4,-,7,1,2,4,-,1
男,14105,16005,4,,,,神奈川県,横浜市南区,浦舟町,五丁目,90,8,47,9,2,18,1,3,4,1,6
男,14105,210,3,,,,神奈川県,横浜市南区,中村町,,1401,130,636,207,19,250,6,106,186,27,63
男,14105,21001,4,,,,神奈川県,横浜市南区,中村町,一丁目,203,29,96,25,3,26,-,16,20,8,9
男,14105,21002,4,,,,神奈川県,横浜市南区,中村町,二丁目,264,29,131,36,1,41,-,19,33,3,12
男,14105,21003,4,,,,神奈川県,横浜市南区,中村町,三丁目,236,30,110,25,2,40,2,12,24,4,15
男,14105,21004,4,,,,神奈川県,横浜市南区,中村町,四丁目,391,28,193,55,6,68,3,24,58,4,17
男,14105,21005,4,,,,神奈川県,横浜市南区,中村町,五丁目,307,14,106,66,7,75,1,35,51,8,10
男,14105,260,2,,,,神奈川県,横浜市南区,唐沢,,331,19,165,103,4,62,3,26,21,9,9
男,14105,270,2,,,,神奈川県,横浜市南区,平楽,,582,34,268,168,15,124,5,65,68,20,16
男,14105,280,2,,,,神奈川県,横浜市南区,八幡町,,284,17,131,40,5,61,1,37,36,6,11
男,14105,290,2,,,,神奈川県,横浜市南区,山谷,,226,11,105,50,3,58,-,25,39,4,1
男,14105,300,3,,,,神奈川県,横浜市南区,堀ノ内町,,766,45,388,126,5,157,1,64,62,13,38
男,14105,30001,4,,,,神奈川県,横浜市南区,堀ノ内町,一丁目,324,25,156,85,1,54,1,18,27,2,25
男,14105,30002,4,,,,神奈川県,横浜市南区,堀ノ内町,二丁目,442,20,232,41,4,103,-,46,35,11,13
男,14105,320,3,,,,神奈川県,横浜市南区,睦町,,549,38,320,82,6,95,1,22,52,8,15
男,14105,32001,4,,,,神奈川県,横浜市南区,睦町,一丁目,397,31,236,65,4,62,1,10,35,6,11
男,14105,32002,4,,,,神奈川県,横浜市南区,睦町,二丁目,152,7,84,17,2,33,-,12,17,2,4
男,14105,340,3,,,,神奈川県,横浜市南区,高砂町,,260,24,150,37,6,24,4,7,27,4,22
男,14105,34001,4,,,,神奈川県,横浜市南区,高砂町,一丁目,138,15,73,19,3,7,2,5,17,1,19
男,14105,34002,4,,,,神奈川県,横浜市南区,高砂町,二丁目,82,5,52,7,2,14,2,1,9,1,2
男,14105,34003,4,,,,神奈川県,横浜市南区,高砂町,三丁目,40,4,25,11,1,3,-,1,1,2,1
男,14105,370,3,,,,神奈川県,横浜市南区,二葉町,,415,27,267,36,6,45,1,14,37,9,14
男,14105,37001,4,,,,神奈川県,横浜市南区,二葉町,一丁目,120,7,78,10,2,16,1,2,8,5,2
男,14105,37002,4,,,,神奈川県,横浜市南区,二葉町,二丁目,148,10,99,14,4,12,-,6,17,2,6
男,14105,37003,4,,,,神奈川県,横浜市南区,二葉町,三丁目,38,2,20,6,-,4,-,3,2,1,4
男,14105,37004,4,,,,神奈川県,横浜市南区,二葉町,四丁目,109,8,70,6,-,13,-,3,10,1,2
男,14105,410,3,,,,神奈川県,横浜市南区,新川町,,360,30,222,38,6,44,1,20,22,6,21
男,14105,41001,4,,,,神奈川県,横浜市南区,新川町,一丁目,74,5,42,6,-,8,-,5,2,-,12
男,14105,41002,4,,,,神奈川県,横浜市南区,新川町,二丁目,81,9,41,8,1,13,1,4,10,2,1
男,14105,41003,4,,,,神奈川県,横浜市南区,新川町,三丁目,63,2,50,7,3,8,-,2,-,1,-
男,14105,41004,4,,,,神奈川県,横浜市南区,新川町,四丁目,27,4,15,4,-,4,-,3,3,1,-
男,14105,41005,4,,,,神奈川県,横浜市南区,新川町,五丁目,115,10,74,13,2,11,-,6,7,2,8
男,14105,460,3,,,,神奈川県,横浜市南区,吉野町,,510,32,342,50,8,65,-,16,39,10,16
男,14105,46001,4,,,,神奈川県,横浜市南区,吉野町,一丁目,216,7,142,23,1,36,-,7,17,1,8
男,14105,46002,4,,,,神奈川県,横浜市南区,吉野町,二丁目,97,10,58,8,1,12,-,4,4,4,5
男,14105,46003,4,,,,神奈川県,横浜市南区,吉野町,三丁目,96,10,67,8,3,10,-,1,8,4,-
男,14105,46004,4,,,,神奈川県,横浜市南区,吉野町,四丁目,50,1,43,6,1,2,-,1,5,-,1
男,14105,46005,4,,,,神奈川県,横浜市南区,吉野町,五丁目,51,4,32,5,2,5,-,3,5,1,2
男,14105,510,3,,,,神奈川県,横浜市南区,山王町,,239,22,163,22,2,22,-,7,17,2,8
男,14105,51001,4,,,,神奈川県,横浜市南区,山王町,一丁目,60,5,38,5,-,9,-,1,6,-,1
男,14105,51002,4,,,,神奈川県,横浜市南区,山王町,二丁目,74,7,48,6,1,7,-,-,5,1,5
男,14105,51003,4,,,,神奈川県,横浜市南区,山王町,三丁目,75,9,54,5,1,5,-,4,4,1,2
男,14105,51004,4,合算地域あり,,51005,神奈川県,横浜市南区,山王町,四丁目,30,1,23,6,-,1,-,2,2,-,-
男,14105,51005,4,秘匿地域,51004,,神奈川県,横浜市南区,山王町,五丁目,X,X,X,X,X,X,X,X,X,X,X
男,14105,560,3,,,,神奈川県,横浜市南区,南吉田町,,355,39,217,35,-,35,1,12,24,7,19
男,14105,56001,4,,,,神奈川県,横浜市南区,南吉田町,一丁目,129,13,86,12,-,17,-,1,7,3,3
男,14105,56002,4,,,,神奈川県,横浜市南区,南吉田町,二丁目,132,20,73,16,-,8,-,9,8,1,10
男,14105,56003,4,,,,神奈川県,横浜市南区,南吉田町,三丁目,17,1,10,-,-,2,-,-,2,1,2
男,14105,56004,4,,,,神奈川県,横浜市南区,南吉田町,四丁目,24,2,16,4,-,1,-,-,2,1,1
男,14105,56005,4,,,,神奈川県,横浜市南区,南吉田町,五丁目,53,3,32,3,-,7,1,2,5,1,3
男,14105,610,3,,,,神奈川県,横浜市南区,日枝町,,534,38,353,41,2,64,2,13,31,12,30
男,14105,61001,4,,,,神奈川県,横浜市南区,日枝町,一丁目,80,10,53,8,-,8,-,1,4,-,4
男,14105,61002,4,,,,神奈川県,横浜市南区,日枝町,二丁目,133,10,86,15,-,15,1,3,10,2,8
男,14105,61003,4,,,,神奈川県,横浜市南区,日枝町,三丁目,125,8,79,7,1,20,-,5,8,5,2
男,14105,61004,4,,,,神奈川県,横浜市南区,日枝町,四丁目,43,3,30,3,-,5,1,-,2,2,2
男,14105,61005,4,,,,神奈川県,横浜市南区,日枝町,五丁目,153,7,105,8,1,16,-,4,7,3,14
男,14105,660,3,,,,神奈川県,横浜市南区,白金町,,93,8,68,8,1,6,1,-,7,1,2
男,14105,66001,4,,,,神奈川県,横浜市南区,白金町,一丁目,71,5,54,7,-,5,1,-,5,-,1
男,14105,66002,4,,,,神奈川県,横浜市南区,白金町,二丁目,22,3,14,1,1,1,-,-,2,1,1
男,14105,680,3,,,,神奈川県,横浜市南区,前里町,,296,36,165,30,4,36,2,10,33,5,7
男,14105,68001,4,,,,神奈川県,横浜市南区,前里町,一丁目,61,11,37,6,-,7,-,-,5,-,1
男,14105,68002,4,,,,神奈川県,横浜市南区,前里町,二丁目,56,6,28,6,1,9,-,1,6,1,2
男,14105,68003,4,,,,神奈川県,横浜市南区,前里町,三丁目,138,16,70,13,2,19,1,7,18,4,3
男,14105,68004,4,,,,神奈川県,横浜市南区,前里町,四丁目,41,3,30,5,1,1,1,2,4,-,1
男,14105,720,3,,,,神奈川県,横浜市南区,西中町,,109,7,67,17,1,17,1,3,15,2,4
男,14105,72001,4,,,,神奈川県,横浜市南区,西中町,一丁目,22,-,13,1,1,3,-,1,2,1,2
男,14105,72002,4,,,,神奈川県,横浜市南区,西中町,二丁目,29,3,18,3,-,4,-,-,4,-,1
男,14105,72003,4,,,,神奈川県,横浜市南区,西中町,三丁目,30,2,19,8,-,4,1,1,6,-,-
男,14105,72004,4,,,,神奈川県,横浜市南区,西中町,四丁目,28,2,17,5,-,6,-,1,3,1,1
男,14105,760,2,,,,神奈川県,横浜市南区,三春台,,689,48,381,112,9,130,7,45,56,13,14
男,14105,770,2,,,,神奈川県,横浜市南区,伏見町,,57,1,26,14,1,14,-,6,10,-,-
男,14105,780,2,,,,神奈川県,横浜市南区,庚台,,519,29,304,62,7,95,-,36,27,14,14
男,14105,790,2,,,,神奈川県,横浜市南区,清水ケ丘,,820,48,486,88,9,154,1,77,49,16,31
男,14105,840,3,,,,神奈川県,横浜市南区,花之木町,,217,7,146,23,2,36,1,10,14,5,6
男,14105,84001,4,,,,神奈川県,横浜市南区,花之木町,一丁目,66,1,49,6,-,9,1,3,7,1,1
男,14105,84002,4,,,,神奈川県,横浜市南区,花之木町,二丁目,138,6,90,16,2,23,-,7,6,4,4
男,14105,84003,4,,,,神奈川県,横浜市南区,花之木町,三丁目,13,-,7,1,-,4,-,-,1,-,1
男,14105,870,3,,,,神奈川県,横浜市南区,宿町,,383,34,237,31,7,57,2,19,31,7,6
男,14105,87001,4,,,,神奈川県,横浜市南区,宿町,一丁目,109,9,71,8,1,14,1,5,12,1,-
男,14105,87002,4,,,,神奈川県,横浜市南区,宿町,二丁目,144,17,88,11,2,21,1,10,10,5,1
男,14105,87003,4,,,,神奈川県,横浜市南区,宿町,三丁目,82,7,49,9,2,13,-,2,5,-,2
男,14105,87004,4,,,,神奈川県,横浜市南区,宿町,四丁目,48,1,29,3,2,9,-,2,4,1,3
男,14105,910,3,,,,神奈川県,横浜市南区,宮元町,,439,46,276,43,6,60,2,26,23,6,3
男,14105,91001,4,,,,神奈川県,横浜市南区,宮元町,一丁目,185,17,118,20,1,19,1,14,12,2,1
男,14105,91002,4,,,,神奈川県,横浜市南区,宮元町,二丁目,181,20,111,19,3,31,1,10,9,4,-
男,14105,91003,4,,,,神奈川県,横浜市南区,宮元町,三丁目,62,7,40,4,2,9,-,2,2,-,1
男,14105,91004,4,,,,神奈川県,横浜市南区,宮元町,四丁目,11,2,7,-,-,1,-,-,-,-,1
男,14105,950,3,,,,神奈川県,横浜市南区,共進町,,324,19,211,39,4,45,2,17,21,2,6
男,14105,95001,4,,,,神奈川県,横浜市南区,共進町,一丁目,154,8,95,17,2,24,-,8,14,-,3
男,14105,95002,4,,,,神奈川県,横浜市南区,共進町,二丁目,98,6,67,9,1,12,2,5,4,1,2
男,14105,95003,4,,,,神奈川県,横浜市南区,共進町,三丁目,72,5,49,13,1,9,-,4,3,1,1
男,14105,980,2,,,,神奈川県,横浜市南区,東蒔田町,,347,26,196,43,4,60,-,12,27,10,18
男,14105,990,3,,,,神奈川県,横浜市南区,榎町,,330,36,191,21,3,59,-,12,23,7,10
男,14105,99001,4,,,,神奈川県,横浜市南区,榎町,一丁目,139,18,79,12,3,25,-,5,9,1,2
男,14105,99002,4,,,,神奈川県,横浜市南区,榎町,二丁目,191,18,112,9,-,34,-,7,14,6,8
男,14105,1010,2,,,,神奈川県,横浜市南区,蒔田町,,858,45,539,60,8,159,1,77,55,16,19
男,14105,1020,3,,,,神奈川県,横浜市南区,若宮町,,266,21,169,27,4,44,-,17,17,6,4
男,14105,102001,4,,,,神奈川県,横浜市南区,若宮町,一丁目,12,1,5,2,-,3,-,-,2,-,-
男,14105,102002,4,,,,神奈川県,横浜市南区,若宮町,二丁目,108,6,64,11,1,21,-,11,8,3,3
男,14105,102003,4,,,,神奈川県,横浜市南区,若宮町,三丁目,62,9,45,6,2,5,-,3,-,-,1
男,14105,102004,4,,,,神奈川県,横浜市南区,若宮町,四丁目,84,5,55,8,1,15,-,3,7,3,-
男,14105,1060,3,,,,神奈川県,横浜市南区,通町,,401,22,269,33,5,63,-,19,15,9,18
男,14105,106001,4,,,,神奈川県,横浜市南区,通町,一丁目,71,2,49,5,-,10,-,2,3,2,3
男,14105,106002,4,,,,神奈川県,横浜市南区,通町,二丁目,152,9,100,14,3,26,-,8,5,4,5
男,14105,106003,4,,,,神奈川県,横浜市南区,通町,三丁目,97,7,57,8,2,15,-,7,4,2,9
男,14105,106004,4,,,,神奈川県,横浜市南区,通町,四丁目,81,4,63,6,-,12,-,2,3,1,1
男,14105,1100,3,,,,神奈川県,横浜市南区,中島町,,425,29,290,31,8,72,-,12,19,2,7
男,14105,110001,4,,,,神奈川県,横浜市南区,中島町,一丁目,100,7,63,8,-,22,-,2,6,-,2
男,14105,110002,4,,,,神奈川県,横浜市南区,中島町,二丁目,124,10,79,10,6,20,-,5,8,-,2
男,14105,110003,4,,,,神奈川県,横浜市南区,中島町,三丁目,72,5,44,7,1,16,-,3,4,-,1
男,14105,110004,4,,,,神奈川県,横浜市南区,中島町,四丁目,129,7,104,6,1,14,-,2,1,2,2
男,14105,1140,3,,,,神奈川県,横浜市南区,大橋町,,250,17,174,24,1,44,1,7,11,2,1
男,14105,114001,4,,,,神奈川県,横浜市南区,大橋町,一丁目,30,5,15,3,-,9,-,1,-,-,-
男,14105,114002,4,,,,神奈川県,横浜市南区,大橋町,二丁目,85,3,64,13,-,11,1,4,5,-,1
男,14105,114003,4,,,,神奈川県,横浜市南区,大橋町,三丁目,135,9,95,8,1,24,-,2,6,2,-
男,14105,1170,2,,,,神奈川県,横浜市南区,弘明寺町,,842,55,601,53,17,115,3,32,26,11,15
男,14105,1180,2,,,,神奈川県,横浜市南区,井土ケ谷下町,,893,53,584,103,20,119,2,45,43,13,36
